Namespace(annpath='train.json', bs=32, clip_len=16, cuda=True, dataparallel=True, emb_init='../wordvectors/glove.840B.300d-char.txt', embedding_size=300, feature_size=8192, framepath='frames', ft_begin_index=0, imsize=224, log_every=10, lr=0.0001, lstm_memory=512, lstm_pretrain_ep=0, lstm_stacks=1, manual_seed=1, max_epochs=1000, max_seqlen=30, meta_path='videometa_train.json', mode='train', model_path='../models', modeldepth=18, modelname='resnet', momentum=0.9, n_classes=400, n_cpu=8, n_finetune_classes=400, norm_value=1, num_layers=18, patience=10, pretrain_path='../models/resnet-18-kinetics.pth', resnet_shortcut='A', resnext_cardinality=32, rnnmethod='LSTM', root_path='/ssd1/dsets/activitynet_captions', sample_duration=16, sample_size=112, start_from_ep=0, token_level=False, vocabpath='vocab.json', wide_resnet_k=2)
loaded dictionary from /ssd1/dsets/activitynet_captions/vocab.json
dictionary length: 11181 words
succesfully initialized embeddings from ../wordvectors/glove.840B.300d-char.txt
using 4 gpus...
# of params in model : 46450405
start decoder pretraining, doing for 0 epochs
start training
iter 000010/000283 | nll loss: 9.3273 | 1.7958s per loop
iter 000100/000283 | nll loss: 7.3313 | 0.7908s per loop
iter 000110/000283 | nll loss: 7.4284 | 0.7853s per loop
iter 000120/000283 | nll loss: 6.7925 | 0.7619s per loop
iter 000130/000283 | nll loss: 7.2810 | 0.7282s per loop
iter 000140/000283 | nll loss: 7.1307 | 0.7425s per loop
iter 000150/000283 | nll loss: 7.3122 | 0.7625s per loop
iter 000160/000283 | nll loss: 7.2031 | 0.6924s per loop
iter 000170/000283 | nll loss: 7.2688 | 0.7659s per loop
iter 000180/000283 | nll loss: 7.1291 | 0.7008s per loop
iter 000190/000283 | nll loss: 7.3231 | 0.7226s per loop
iter 000200/000283 | nll loss: 7.2753 | 0.6742s per loop
iter 000210/000283 | nll loss: 7.2609 | 0.7558s per loop
iter 000220/000283 | nll loss: 7.2536 | 0.7056s per loop
iter 000230/000283 | nll loss: 7.3654 | 0.7356s per loop
iter 000240/000283 | nll loss: 7.1922 | 0.7383s per loop
iter 000250/000283 | nll loss: 7.2473 | 0.7462s per loop
iter 000260/000283 | nll loss: 7.3806 | 0.7410s per loop
iter 000270/000283 | nll loss: 7.1263 | 0.7011s per loop
iter 000280/000283 | nll loss: 7.3414 | 0.6002s per loop
epoch 0253/1000 done, loss: 7.171978
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0253.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0253.ckpt
iter 000010/000283 | nll loss: 7.3027 | 1.0664s per loop
iter 000020/000283 | nll loss: 7.2814 | 0.7297s per loop
iter 000030/000283 | nll loss: 7.4539 | 0.8045s per loop
iter 000040/000283 | nll loss: 7.2996 | 0.7543s per loop
iter 000050/000283 | nll loss: 7.3710 | 0.7180s per loop
iter 000060/000283 | nll loss: 7.2267 | 0.7498s per loop
iter 000070/000283 | nll loss: 7.3004 | 0.6662s per loop
iter 000080/000283 | nll loss: 7.1651 | 0.6948s per loop
iter 000090/000283 | nll loss: 7.2190 | 0.6831s per loop
iter 000100/000283 | nll loss: 7.2090 | 0.7078s per loop
iter 000110/000283 | nll loss: 7.2323 | 0.6947s per loop
iter 000120/000283 | nll loss: 7.3072 | 0.6821s per loop
iter 000130/000283 | nll loss: 7.3990 | 0.7076s per loop
iter 000140/000283 | nll loss: 7.2785 | 0.7278s per loop
iter 000150/000283 | nll loss: 7.1122 | 0.7014s per loop
iter 000160/000283 | nll loss: 7.3249 | 0.6759s per loop
iter 000170/000283 | nll loss: 7.3455 | 0.6893s per loop
iter 000180/000283 | nll loss: 6.9943 | 0.6999s per loop
iter 000190/000283 | nll loss: 7.3921 | 0.6848s per loop
iter 000200/000283 | nll loss: 7.3213 | 0.6751s per loop
iter 000210/000283 | nll loss: 7.0463 | 0.7183s per loop
iter 000220/000283 | nll loss: 7.2952 | 0.6788s per loop
iter 000230/000283 | nll loss: 7.2715 | 0.7152s per loop
iter 000240/000283 | nll loss: 7.4245 | 0.7032s per loop
iter 000250/000283 | nll loss: 7.2341 | 0.6849s per loop
iter 000260/000283 | nll loss: 7.2278 | 0.6695s per loop
iter 000270/000283 | nll loss: 7.2547 | 0.6805s per loop
iter 000280/000283 | nll loss: 7.2562 | 0.6055s per loop
epoch 0254/1000 done, loss: 7.161694
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0254.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0254.ckpt
iter 000010/000283 | nll loss: 7.3121 | 1.0119s per loop
iter 000020/000283 | nll loss: 7.3483 | 0.6634s per loop
iter 000030/000283 | nll loss: 7.1203 | 0.7000s per loop
iter 000040/000283 | nll loss: 7.3231 | 0.6907s per loop
iter 000050/000283 | nll loss: 7.4148 | 0.7317s per loop
iter 000060/000283 | nll loss: 7.2223 | 0.7194s per loop
iter 000070/000283 | nll loss: 7.5823 | 0.6832s per loop
iter 000080/000283 | nll loss: 7.3179 | 0.6909s per loop
iter 000090/000283 | nll loss: 7.2051 | 0.6616s per loop
iter 000100/000283 | nll loss: 7.1476 | 0.7026s per loop
iter 000110/000283 | nll loss: 7.2944 | 0.6915s per loop
iter 000120/000283 | nll loss: 7.3200 | 0.6852s per loop
iter 000130/000283 | nll loss: 7.2295 | 0.6778s per loop
iter 000140/000283 | nll loss: 7.2694 | 0.6686s per loop
iter 000150/000283 | nll loss: 7.4737 | 0.6514s per loop
iter 000160/000283 | nll loss: 7.4394 | 0.6609s per loop
iter 000170/000283 | nll loss: 7.3589 | 0.6772s per loop
iter 000180/000283 | nll loss: 7.1557 | 0.7313s per loop
iter 000190/000283 | nll loss: 7.5662 | 0.6909s per loop
iter 000200/000283 | nll loss: 7.1774 | 0.6654s per loop
iter 000210/000283 | nll loss: 7.0905 | 0.7222s per loop
iter 000220/000283 | nll loss: 7.1909 | 0.6842s per loop
iter 000230/000283 | nll loss: 7.2187 | 0.6593s per loop
iter 000240/000283 | nll loss: 7.3555 | 0.6737s per loop
iter 000250/000283 | nll loss: 7.4989 | 0.7117s per loop
iter 000260/000283 | nll loss: 7.4488 | 0.7020s per loop
iter 000270/000283 | nll loss: 7.2929 | 0.6805s per loop
iter 000280/000283 | nll loss: 7.1650 | 0.6714s per loop
epoch 0255/1000 done, loss: 7.214720
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0255.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0255.ckpt
iter 000010/000283 | nll loss: 7.4175 | 1.0980s per loop
iter 000020/000283 | nll loss: 7.1831 | 0.6904s per loop
iter 000030/000283 | nll loss: 7.3873 | 0.7544s per loop
iter 000040/000283 | nll loss: 7.2495 | 0.7224s per loop
iter 000050/000283 | nll loss: 7.2559 | 0.7284s per loop
iter 000060/000283 | nll loss: 7.4755 | 0.6483s per loop
iter 000070/000283 | nll loss: 7.1883 | 0.6933s per loop
iter 000080/000283 | nll loss: 7.2410 | 0.6779s per loop
iter 000090/000283 | nll loss: 7.2238 | 0.6745s per loop
iter 000100/000283 | nll loss: 7.4284 | 0.6989s per loop
iter 000110/000283 | nll loss: 7.2257 | 0.7229s per loop
iter 000120/000283 | nll loss: 7.2923 | 0.7082s per loop
iter 000130/000283 | nll loss: 7.2879 | 0.6802s per loop
iter 000140/000283 | nll loss: 6.8635 | 0.6760s per loop
iter 000150/000283 | nll loss: 7.4945 | 0.6816s per loop
iter 000160/000283 | nll loss: 7.1155 | 0.7059s per loop
iter 000170/000283 | nll loss: 7.1296 | 0.6835s per loop
iter 000180/000283 | nll loss: 7.2692 | 0.7263s per loop
iter 000190/000283 | nll loss: 7.1668 | 0.6587s per loop
iter 000200/000283 | nll loss: 7.1857 | 0.6864s per loop
iter 000210/000283 | nll loss: 7.1233 | 0.6793s per loop
iter 000220/000283 | nll loss: 7.3817 | 0.6904s per loop
iter 000230/000283 | nll loss: 7.2923 | 0.6953s per loop
iter 000240/000283 | nll loss: 7.4854 | 0.7177s per loop
iter 000250/000283 | nll loss: 7.3033 | 0.7725s per loop
iter 000260/000283 | nll loss: 7.4982 | 0.6626s per loop
iter 000270/000283 | nll loss: 7.0315 | 0.6714s per loop
iter 000280/000283 | nll loss: 7.5441 | 0.6254s per loop
epoch 0256/1000 done, loss: 7.128977
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0256.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0256.ckpt
iter 000010/000283 | nll loss: 7.2674 | 1.0741s per loop
iter 000020/000283 | nll loss: 7.3603 | 0.6821s per loop
iter 000030/000283 | nll loss: 7.1381 | 0.6721s per loop
iter 000040/000283 | nll loss: 7.2547 | 0.6854s per loop
iter 000050/000283 | nll loss: 7.2833 | 0.7047s per loop
iter 000060/000283 | nll loss: 7.2140 | 0.6581s per loop
iter 000070/000283 | nll loss: 7.3852 | 0.6973s per loop
iter 000080/000283 | nll loss: 7.3487 | 0.6889s per loop
iter 000090/000283 | nll loss: 7.2538 | 0.6535s per loop
iter 000100/000283 | nll loss: 7.1344 | 0.6601s per loop
iter 000110/000283 | nll loss: 7.5955 | 0.6468s per loop
iter 000120/000283 | nll loss: 7.5276 | 0.6958s per loop
iter 000130/000283 | nll loss: 7.2756 | 0.6642s per loop
iter 000140/000283 | nll loss: 7.2882 | 0.6766s per loop
iter 000150/000283 | nll loss: 7.2458 | 0.6837s per loop
iter 000160/000283 | nll loss: 7.5338 | 0.6794s per loop
iter 000170/000283 | nll loss: 7.2137 | 0.6702s per loop
iter 000180/000283 | nll loss: 7.1718 | 0.6584s per loop
iter 000190/000283 | nll loss: 7.1218 | 0.6913s per loop
iter 000200/000283 | nll loss: 7.3444 | 0.6779s per loop
iter 000210/000283 | nll loss: 7.3884 | 0.6511s per loop
iter 000220/000283 | nll loss: 7.3721 | 0.6660s per loop
iter 000230/000283 | nll loss: 7.1804 | 0.6884s per loop
iter 000240/000283 | nll loss: 7.4230 | 0.6981s per loop
iter 000250/000283 | nll loss: 7.1826 | 0.7302s per loop
iter 000260/000283 | nll loss: 7.4684 | 0.6962s per loop
iter 000270/000283 | nll loss: 7.3724 | 0.6763s per loop
iter 000280/000283 | nll loss: 7.2019 | 0.6190s per loop
epoch 0257/1000 done, loss: 7.155825
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0257.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0257.ckpt
iter 000010/000283 | nll loss: 7.3410 | 1.0657s per loop
iter 000020/000283 | nll loss: 7.4212 | 0.7169s per loop
iter 000030/000283 | nll loss: 7.3405 | 0.6839s per loop
iter 000040/000283 | nll loss: 7.2617 | 0.6654s per loop
iter 000050/000283 | nll loss: 7.3831 | 0.7268s per loop
iter 000060/000283 | nll loss: 7.1674 | 0.6855s per loop
iter 000070/000283 | nll loss: 7.3898 | 0.7074s per loop
iter 000080/000283 | nll loss: 7.3155 | 0.6790s per loop
iter 000090/000283 | nll loss: 7.2579 | 0.7185s per loop
iter 000100/000283 | nll loss: 7.5131 | 0.6818s per loop
iter 000110/000283 | nll loss: 7.2763 | 0.6581s per loop
iter 000120/000283 | nll loss: 7.2695 | 0.6510s per loop
iter 000130/000283 | nll loss: 7.1853 | 0.6784s per loop
iter 000140/000283 | nll loss: 7.3480 | 0.7099s per loop
iter 000150/000283 | nll loss: 7.3054 | 0.7178s per loop
iter 000160/000283 | nll loss: 7.2819 | 0.6781s per loop
iter 000170/000283 | nll loss: 7.0709 | 0.6858s per loop
iter 000180/000283 | nll loss: 7.4152 | 0.6920s per loop
iter 000190/000283 | nll loss: 7.0307 | 0.6792s per loop
iter 000200/000283 | nll loss: 7.4264 | 0.6943s per loop
iter 000210/000283 | nll loss: 7.3670 | 0.7033s per loop
iter 000220/000283 | nll loss: 7.1922 | 0.7073s per loop
iter 000230/000283 | nll loss: 7.3332 | 0.7073s per loop
iter 000240/000283 | nll loss: 7.3736 | 0.7035s per loop
iter 000250/000283 | nll loss: 7.0703 | 0.6592s per loop
iter 000260/000283 | nll loss: 7.1797 | 0.6949s per loop
iter 000270/000283 | nll loss: 7.0970 | 0.7064s per loop
iter 000280/000283 | nll loss: 7.1059 | 0.6770s per loop
epoch 0258/1000 done, loss: 7.398104
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0258.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0258.ckpt
iter 000010/000283 | nll loss: 7.3818 | 1.0925s per loop
iter 000020/000283 | nll loss: 7.2339 | 0.7009s per loop
iter 000030/000283 | nll loss: 7.1869 | 0.6563s per loop
iter 000040/000283 | nll loss: 7.4695 | 0.7395s per loop
iter 000050/000283 | nll loss: 7.2464 | 0.6891s per loop
iter 000060/000283 | nll loss: 7.1891 | 0.6885s per loop
iter 000070/000283 | nll loss: 7.1726 | 0.6791s per loop
iter 000080/000283 | nll loss: 7.2366 | 0.6749s per loop
iter 000090/000283 | nll loss: 7.1487 | 0.6840s per loop
iter 000100/000283 | nll loss: 7.2618 | 0.6641s per loop
iter 000110/000283 | nll loss: 7.4277 | 0.6569s per loop
iter 000120/000283 | nll loss: 7.2230 | 0.6795s per loop
iter 000130/000283 | nll loss: 7.2375 | 0.7123s per loop
iter 000140/000283 | nll loss: 7.2965 | 0.6604s per loop
iter 000150/000283 | nll loss: 7.2726 | 0.6523s per loop
iter 000160/000283 | nll loss: 7.3184 | 0.6708s per loop
iter 000170/000283 | nll loss: 7.3563 | 0.6735s per loop
iter 000180/000283 | nll loss: 7.2838 | 0.6826s per loop
iter 000190/000283 | nll loss: 7.2223 | 0.7254s per loop
iter 000200/000283 | nll loss: 7.2373 | 0.7241s per loop
iter 000210/000283 | nll loss: 7.1265 | 0.6945s per loop
iter 000220/000283 | nll loss: 7.0873 | 0.6771s per loop
iter 000230/000283 | nll loss: 7.1900 | 0.6810s per loop
iter 000240/000283 | nll loss: 7.4251 | 0.7276s per loop
iter 000250/000283 | nll loss: 6.9118 | 0.6909s per loop
iter 000260/000283 | nll loss: 7.2664 | 0.7163s per loop
iter 000270/000283 | nll loss: 7.0764 | 0.6980s per loop
iter 000280/000283 | nll loss: 7.4849 | 0.6221s per loop
epoch 0259/1000 done, loss: 6.962960
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0259.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0259.ckpt
iter 000010/000283 | nll loss: 7.2985 | 1.0955s per loop
iter 000020/000283 | nll loss: 7.3581 | 0.6882s per loop
iter 000030/000283 | nll loss: 7.2195 | 0.7339s per loop
iter 000040/000283 | nll loss: 7.1554 | 0.6985s per loop
iter 000050/000283 | nll loss: 7.2747 | 0.7239s per loop
iter 000060/000283 | nll loss: 7.0889 | 0.7089s per loop
iter 000070/000283 | nll loss: 7.3498 | 0.7516s per loop
iter 000080/000283 | nll loss: 7.2627 | 0.6929s per loop
iter 000090/000283 | nll loss: 7.3978 | 0.6785s per loop
iter 000100/000283 | nll loss: 7.3823 | 0.6780s per loop
iter 000110/000283 | nll loss: 7.3469 | 0.6813s per loop
iter 000120/000283 | nll loss: 7.2324 | 0.6785s per loop
iter 000130/000283 | nll loss: 7.2044 | 0.7165s per loop
iter 000140/000283 | nll loss: 7.2524 | 0.7051s per loop
iter 000150/000283 | nll loss: 7.3234 | 0.7324s per loop
iter 000160/000283 | nll loss: 7.4985 | 0.7138s per loop
iter 000170/000283 | nll loss: 7.1148 | 0.6691s per loop
iter 000180/000283 | nll loss: 7.2854 | 0.7495s per loop
iter 000190/000283 | nll loss: 7.2370 | 0.7846s per loop
iter 000200/000283 | nll loss: 7.0742 | 0.7343s per loop
iter 000210/000283 | nll loss: 7.3924 | 0.7093s per loop
iter 000220/000283 | nll loss: 7.3877 | 0.7141s per loop
iter 000230/000283 | nll loss: 7.1087 | 0.7139s per loop
iter 000240/000283 | nll loss: 7.3835 | 0.7730s per loop
iter 000250/000283 | nll loss: 7.1271 | 0.7328s per loop
iter 000260/000283 | nll loss: 7.3620 | 0.7742s per loop
iter 000270/000283 | nll loss: 7.4698 | 0.7159s per loop
iter 000280/000283 | nll loss: 7.3925 | 0.6376s per loop
epoch 0260/1000 done, loss: 6.889312
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0260.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0260.ckpt
iter 000010/000283 | nll loss: 7.2283 | 1.1368s per loop
iter 000020/000283 | nll loss: 7.4159 | 0.8034s per loop
iter 000030/000283 | nll loss: 7.4346 | 0.6992s per loop
iter 000040/000283 | nll loss: 7.2132 | 0.7747s per loop
iter 000050/000283 | nll loss: 7.2616 | 0.7435s per loop
iter 000060/000283 | nll loss: 7.4384 | 0.7331s per loop
iter 000070/000283 | nll loss: 7.4347 | 0.7464s per loop
iter 000080/000283 | nll loss: 7.2300 | 0.7257s per loop
iter 000090/000283 | nll loss: 7.1981 | 0.7371s per loop
iter 000100/000283 | nll loss: 7.2811 | 0.7106s per loop
iter 000110/000283 | nll loss: 7.4511 | 0.6852s per loop
iter 000120/000283 | nll loss: 7.2173 | 0.7407s per loop
iter 000130/000283 | nll loss: 7.3132 | 0.7654s per loop
iter 000140/000283 | nll loss: 7.2085 | 0.6665s per loop
iter 000150/000283 | nll loss: 7.2232 | 0.6743s per loop
iter 000160/000283 | nll loss: 7.3263 | 0.6722s per loop
iter 000170/000283 | nll loss: 7.3214 | 0.6457s per loop
iter 000180/000283 | nll loss: 7.2761 | 0.6788s per loop
iter 000190/000283 | nll loss: 7.1565 | 0.7063s per loop
iter 000200/000283 | nll loss: 7.2030 | 0.7584s per loop
iter 000210/000283 | nll loss: 7.1740 | 0.7419s per loop
iter 000220/000283 | nll loss: 7.4120 | 0.7271s per loop
iter 000230/000283 | nll loss: 7.4120 | 0.7308s per loop
iter 000240/000283 | nll loss: 7.3431 | 0.7250s per loop
iter 000250/000283 | nll loss: 7.3597 | 0.7548s per loop
iter 000260/000283 | nll loss: 7.2245 | 0.7324s per loop
iter 000270/000283 | nll loss: 7.1016 | 0.7366s per loop
iter 000280/000283 | nll loss: 7.2148 | 0.5970s per loop
epoch 0261/1000 done, loss: 7.230412
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0261.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0261.ckpt
iter 000010/000283 | nll loss: 7.3126 | 1.1091s per loop
iter 000020/000283 | nll loss: 7.3546 | 0.8178s per loop
iter 000030/000283 | nll loss: 7.2047 | 0.7744s per loop
iter 000040/000283 | nll loss: 7.2528 | 0.7856s per loop
iter 000050/000283 | nll loss: 7.3214 | 0.7065s per loop
iter 000060/000283 | nll loss: 7.2269 | 0.7283s per loop
iter 000070/000283 | nll loss: 7.1779 | 0.7025s per loop
iter 000080/000283 | nll loss: 7.2281 | 0.7262s per loop
iter 000090/000283 | nll loss: 7.3553 | 0.7068s per loop
iter 000100/000283 | nll loss: 7.1137 | 0.7121s per loop
iter 000110/000283 | nll loss: 7.3434 | 0.7369s per loop
iter 000120/000283 | nll loss: 7.5577 | 0.7089s per loop
iter 000130/000283 | nll loss: 7.3695 | 0.6505s per loop
iter 000140/000283 | nll loss: 7.3453 | 0.6748s per loop
iter 000150/000283 | nll loss: 7.3377 | 0.6897s per loop
iter 000160/000283 | nll loss: 7.0578 | 0.6750s per loop
iter 000170/000283 | nll loss: 7.3095 | 0.7468s per loop
iter 000180/000283 | nll loss: 7.3726 | 0.6929s per loop
iter 000190/000283 | nll loss: 7.2847 | 0.7153s per loop
iter 000200/000283 | nll loss: 7.3041 | 0.7171s per loop
iter 000210/000283 | nll loss: 6.9965 | 0.7592s per loop
iter 000220/000283 | nll loss: 7.0211 | 0.6931s per loop
iter 000230/000283 | nll loss: 6.8667 | 0.7211s per loop
iter 000240/000283 | nll loss: 7.2205 | 0.6744s per loop
iter 000250/000283 | nll loss: 7.3894 | 0.6779s per loop
iter 000260/000283 | nll loss: 7.1959 | 0.6842s per loop
iter 000270/000283 | nll loss: 7.3904 | 0.6596s per loop
iter 000280/000283 | nll loss: 7.2176 | 0.6158s per loop
epoch 0262/1000 done, loss: 7.028486
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0262.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0262.ckpt
iter 000010/000283 | nll loss: 7.3068 | 1.0955s per loop
iter 000020/000283 | nll loss: 7.3260 | 0.6958s per loop
iter 000030/000283 | nll loss: 7.2712 | 0.6595s per loop
iter 000040/000283 | nll loss: 7.4958 | 0.7218s per loop
iter 000050/000283 | nll loss: 7.4091 | 0.6858s per loop
iter 000060/000283 | nll loss: 7.4190 | 0.6494s per loop
iter 000070/000283 | nll loss: 7.3036 | 0.7047s per loop
iter 000080/000283 | nll loss: 7.2430 | 0.7110s per loop
iter 000090/000283 | nll loss: 7.1624 | 0.7629s per loop
iter 000100/000283 | nll loss: 7.2590 | 0.6829s per loop
iter 000110/000283 | nll loss: 7.3790 | 0.6919s per loop
iter 000120/000283 | nll loss: 7.0984 | 0.7065s per loop
iter 000130/000283 | nll loss: 7.1748 | 0.7225s per loop
iter 000140/000283 | nll loss: 7.2633 | 0.7620s per loop
iter 000150/000283 | nll loss: 7.1833 | 0.6810s per loop
iter 000160/000283 | nll loss: 7.2102 | 0.7313s per loop
iter 000170/000283 | nll loss: 7.3682 | 0.6658s per loop
iter 000180/000283 | nll loss: 7.1760 | 0.6886s per loop
iter 000190/000283 | nll loss: 7.2708 | 0.6980s per loop
iter 000200/000283 | nll loss: 7.0966 | 0.7730s per loop
iter 000210/000283 | nll loss: 7.3376 | 0.7383s per loop
iter 000220/000283 | nll loss: 7.2141 | 0.7407s per loop
iter 000230/000283 | nll loss: 7.4475 | 0.6769s per loop
iter 000240/000283 | nll loss: 7.3396 | 0.6836s per loop
iter 000250/000283 | nll loss: 7.1594 | 0.6892s per loop
iter 000260/000283 | nll loss: 7.2120 | 0.6579s per loop
iter 000270/000283 | nll loss: 7.3416 | 0.6845s per loop
iter 000280/000283 | nll loss: 7.2340 | 0.6314s per loop
epoch 0263/1000 done, loss: 7.382406
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0263.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0263.ckpt
iter 000010/000283 | nll loss: 7.5006 | 1.0825s per loop
iter 000020/000283 | nll loss: 7.1163 | 0.6947s per loop
iter 000030/000283 | nll loss: 7.3567 | 0.7449s per loop
iter 000040/000283 | nll loss: 7.2519 | 0.7171s per loop
iter 000050/000283 | nll loss: 7.1660 | 0.7572s per loop
iter 000060/000283 | nll loss: 7.1976 | 0.6698s per loop
iter 000070/000283 | nll loss: 7.4838 | 0.6631s per loop
iter 000080/000283 | nll loss: 7.4013 | 0.6951s per loop
iter 000090/000283 | nll loss: 7.2291 | 0.7232s per loop
iter 000100/000283 | nll loss: 7.4612 | 0.7124s per loop
iter 000110/000283 | nll loss: 7.3582 | 0.6889s per loop
iter 000120/000283 | nll loss: 7.2452 | 0.7149s per loop
iter 000130/000283 | nll loss: 7.3324 | 0.7257s per loop
iter 000140/000283 | nll loss: 7.2010 | 0.7126s per loop
iter 000150/000283 | nll loss: 7.0380 | 0.7067s per loop
iter 000160/000283 | nll loss: 7.0811 | 0.7163s per loop
iter 000170/000283 | nll loss: 7.3244 | 0.6824s per loop
iter 000180/000283 | nll loss: 7.1274 | 0.6968s per loop
iter 000190/000283 | nll loss: 7.2153 | 0.6876s per loop
iter 000200/000283 | nll loss: 7.3959 | 0.6615s per loop
iter 000210/000283 | nll loss: 7.1994 | 0.6804s per loop
iter 000220/000283 | nll loss: 7.3285 | 0.6721s per loop
iter 000230/000283 | nll loss: 7.4224 | 0.6727s per loop
iter 000240/000283 | nll loss: 7.3133 | 0.6993s per loop
iter 000250/000283 | nll loss: 7.1800 | 0.7136s per loop
iter 000260/000283 | nll loss: 7.2749 | 0.7049s per loop
iter 000270/000283 | nll loss: 7.4424 | 0.6896s per loop
iter 000280/000283 | nll loss: 7.1094 | 0.6288s per loop
epoch 0264/1000 done, loss: 7.061995
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0264.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0264.ckpt
iter 000010/000283 | nll loss: 7.3503 | 1.0384s per loop
iter 000020/000283 | nll loss: 7.3284 | 0.6994s per loop
iter 000030/000283 | nll loss: 7.1813 | 0.6752s per loop
iter 000040/000283 | nll loss: 7.1036 | 0.6908s per loop
iter 000050/000283 | nll loss: 7.2396 | 0.7061s per loop
iter 000060/000283 | nll loss: 7.2514 | 0.7336s per loop
iter 000070/000283 | nll loss: 7.1754 | 0.7029s per loop
iter 000080/000283 | nll loss: 7.5880 | 0.6677s per loop
iter 000090/000283 | nll loss: 7.0617 | 0.6817s per loop
iter 000100/000283 | nll loss: 7.2964 | 0.6714s per loop
iter 000110/000283 | nll loss: 7.2718 | 0.6746s per loop
iter 000120/000283 | nll loss: 7.2424 | 0.6794s per loop
iter 000130/000283 | nll loss: 7.1247 | 0.7137s per loop
iter 000140/000283 | nll loss: 7.4224 | 0.6890s per loop
iter 000150/000283 | nll loss: 7.4619 | 0.6939s per loop
iter 000160/000283 | nll loss: 7.3093 | 0.7018s per loop
iter 000170/000283 | nll loss: 7.3079 | 0.7154s per loop
iter 000180/000283 | nll loss: 7.0468 | 0.6994s per loop
iter 000190/000283 | nll loss: 7.3772 | 0.6595s per loop
iter 000200/000283 | nll loss: 7.0757 | 0.6734s per loop
iter 000210/000283 | nll loss: 7.3900 | 0.6766s per loop
iter 000220/000283 | nll loss: 7.2842 | 0.6766s per loop
iter 000230/000283 | nll loss: 7.2221 | 0.6659s per loop
iter 000240/000283 | nll loss: 7.3597 | 0.6913s per loop
iter 000250/000283 | nll loss: 7.4109 | 0.6802s per loop
iter 000260/000283 | nll loss: 7.0538 | 0.6839s per loop
iter 000270/000283 | nll loss: 7.3436 | 0.6965s per loop
iter 000280/000283 | nll loss: 7.1654 | 0.5958s per loop
epoch 0265/1000 done, loss: 7.102656
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0265.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0265.ckpt
iter 000010/000283 | nll loss: 7.2258 | 1.0929s per loop
iter 000020/000283 | nll loss: 7.2401 | 0.6990s per loop
iter 000030/000283 | nll loss: 7.2701 | 0.7049s per loop
iter 000040/000283 | nll loss: 7.2406 | 0.6963s per loop
iter 000050/000283 | nll loss: 7.1100 | 0.7086s per loop
iter 000060/000283 | nll loss: 7.0926 | 0.7157s per loop
iter 000070/000283 | nll loss: 7.1835 | 0.6671s per loop
iter 000080/000283 | nll loss: 7.3232 | 0.6682s per loop
iter 000090/000283 | nll loss: 7.0831 | 0.7086s per loop
iter 000100/000283 | nll loss: 7.1789 | 0.6612s per loop
iter 000110/000283 | nll loss: 7.1604 | 0.6813s per loop
iter 000120/000283 | nll loss: 7.5121 | 0.7337s per loop
iter 000130/000283 | nll loss: 7.2283 | 0.6407s per loop
iter 000140/000283 | nll loss: 7.3024 | 0.6583s per loop
iter 000150/000283 | nll loss: 7.1805 | 0.7465s per loop
iter 000160/000283 | nll loss: 7.2053 | 0.7393s per loop
iter 000170/000283 | nll loss: 7.2704 | 0.7433s per loop
iter 000180/000283 | nll loss: 7.3416 | 0.7628s per loop
iter 000190/000283 | nll loss: 7.2744 | 0.6562s per loop
iter 000200/000283 | nll loss: 7.1441 | 0.6710s per loop
iter 000210/000283 | nll loss: 7.3366 | 0.7123s per loop
iter 000220/000283 | nll loss: 7.3533 | 0.7012s per loop
iter 000230/000283 | nll loss: 7.4746 | 0.7004s per loop
iter 000240/000283 | nll loss: 7.1257 | 0.6871s per loop
iter 000250/000283 | nll loss: 7.1043 | 0.7130s per loop
iter 000260/000283 | nll loss: 7.5139 | 0.6895s per loop
